"user","session","task","iteration","reactionTime"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","5","681"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","6","740"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","7","717"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","8","888"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","9","747"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","2c","10","1071.2222222222222"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","0","840.4444444444445"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","1","934"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","2","678"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","3","836"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","4","1094"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","5","873"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","6","692"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","7","840.4444444444445"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","8","849"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","9","723"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","10","885"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","2c","11","840.4444444444445"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","0","4284"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","1","94"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","2","584.3333333333334"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","3","124"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","4","141"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","5","112"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","6","65"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","7","139"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","8","182"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","2c","9","118"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","0","138.72727272727272"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","1","64"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","2","291"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","3","20"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","4","46"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","5","65"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","6","19"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","7","334"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","8","305"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","9","20"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","10","79"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","2c","11","283"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","0","78.77777777777777"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","1","64"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","2","78.77777777777777"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","3","139"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","4","35"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","5","155"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","6","214"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","7","18"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","8","33"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","9","18"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","10","33"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","2c","11","78.77777777777777"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","0","1402.2"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","1","1719"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","2","1084"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","3","1234"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","4","1197"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","2c","5","1465"
