"user","session","task","iteration","DD_qu","DD_u!","DD_!f","DD_fa","DD_aB","DD_B8","DD_8*","DD_*e","DD_en","mean","standard_deviation","kurtosis","skewness"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","1","1","8","702","1049","343","883","565","275","575","399","720","612.3333333333334","240.1504158277104","2.0783021823462966","0.29899453461524955"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","1","1","9","1235","361","308","946","765","265","631","236","651","599.7777777777778","323.32191656056204","2.22173360965047","0.5864007302445353"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","1","1","10","1235","361","308","946","765","265","631","236","651","599.7777777777778","323.32191656056204","2.22173360965047","0.5864007302445353"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","0","892","374","248","448","509","260","623","404","281","448.77777777777777","194.97052642089142","3.325443976888504","1.0872559745306458"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","1","445","604","999","471","237","913","485","227","511","543.5555555555555","249.71588794339468","2.3052944101682127","0.5923389219929104"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","2","806","474","280","517","1743","320","675","264","391","607.7777777777778","436.4131013864369","5.199224878776073","1.8154721520380785"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","3","722","386","292","823","498","507","566","248","475","501.8888888888889","175.87207752887036","2.2383018246616424","0.34417554828328834"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","4","505","482","244","486","832","548","555","259","300","467.8888888888889","173.34451530883322","2.816666438724678","0.5213069026642467"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","5","1133","470","391","650","391","376","924","264","360","551","277.86687460005015","2.6950128221621106","1.0633149152962496"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","6","1090","423","260","371","371","347","552","268","299","442.3333333333333","243.88521890430343","5.611883026873184","1.9692037552192156"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","7","1203","396","249","374","275","360","537","239","291","436","284.8847720278031","5.905407408535818","2.0668997199780392"
"1060d17b-2e21-4a6b-90f1-f451764a20d0","2","1","8","573","358","259","455","257","224","514","225","284","349.8888888888889","124.94482733007882","1.8151377044262316","0.6212841956965736"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","0","2155","643","292","563","289","319","865","338","270","637.1111111111111","570.2984490489645","5.6472505999638205","1.9869383994079943"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","1","1592","481","342","545","280","632","1217","366","378","648.1111111111111","426.24130996536184","3.1580726998032502","1.2892461831629336"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","2","521","333","311","289","472","477","723","367","200","410.3333333333333","147.17412212145933","2.854213674838922","0.6914216747904254"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","3","2026","312","189","162","440","256","801","846","178","578.8888888888889","567.2654570528969","4.816152338238981","1.709790226436127"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","4","1321","215","216","328","250","358","721","287","208","433.77777777777777","347.7188448469947","4.828879023828414","1.7939322913237399"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","5","624","336","400","400","304","448","600","280","1209","511.22222222222223","271.4855337982641","4.975481755577998","1.7337900665628199"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","6","493","274","206","198","580","247","647","243","253","349","164.192299183339","1.903740942265389","0.7994811338515496"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","7","490","328","215","233","200","272","2056","500","356","516.6666666666666","554.131352258249","6.652378106612996","2.3116247219393844"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","8","518","319","846","1074","737","247","3084","632","326","864.7777777777778","825.2707000706264","5.89100228821601","2.0415775710774917"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","9","1195","351","197","244","740","214","1645","402","327","590.5555555555555","480.59248413023386","2.995289798491509","1.2030123798301413"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","0","1","10","1195","351","197","244","740","214","1645","402","327","590.5555555555555","480.59248413023386","2.995289798491509","1.2030123798301413"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","0","867","707","243","387","362","396","660","511","542","519.4444444444445","185.68139445543156","2.1698743138136374","0.3841722995049916"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","1","974","451","278","538","280","271","609","247","404","450.22222222222223","221.47273610877295","3.714004328968712","1.269160068710868"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","2","5768","431","151","200","569","219","673","265","435","967.8888888888889","1705.260061264325","6.996242358413176","2.4298104329028067"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","3","1602","401","190","635","494","353","559","200","322","528.4444444444445","405.2513927897407","5.587150071402739","1.916619142926923"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","4","1338","350","208","374","267","311","1705","392","353","588.6666666666666","508.85885403845873","3.1749706356168197","1.3980465095887726"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","5","667","416","232","489","647","239","598","411","399","455.3333333333333","151.4338872981283","1.7888855874331557","-0.06796619403099129"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","6","1200","343","255","292","890","280","883","255","329","525.2222222222222","341.3482346284372","2.137956900242176","0.8969641852786694"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","7","598","347","199","145","328","219","668","880","434","424.22222222222223","231.77660594142887","2.2386157599589036","0.6356195849191405"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","8","489","410","192","124","365","358","641","240","297","346.22222222222223","148.59024775669184","2.5346305127695152","0.4346203710287232"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","9","1473","433","214","188","535","256","1720","1120","537","719.5555555555555","540.724434051437","2.0147132440521753","0.7578576694435316"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","1","1","10","1473","433","214","188","535","256","1720","1120","537","719.5555555555555","540.724434051437","2.0147132440521753","0.7578576694435316"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","0","737","645","285","503","296","711","383","244","440","471.55555555555554","177.98508745966527","1.5570165522061763","0.2614666663398153"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","1","1801","408","232","745","240","359","797","434","186","578","478.0516011199349","4.8821569417771","1.7144686997827714"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","2","1032","496","175","233","901","233","778","292","442","509.1111111111111","300.96306323550533","1.759136160785416","0.5406823209834597"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","3","594","448","250","350","295","543","470","215","408","397","122.71104269787622","1.7998613592648878","0.054743444721323656"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","4","1195","405","254","633","481","246","1670","410","386","631.1111111111111","455.87728476579315","3.38887176984923","1.3479110648315344"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","5","1019","348","251","334","458","257","760","295","215","437.44444444444446","257.8686621394315","3.279645606643953","1.3100739094614926"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","6","483","476","175","274","391","271","689","295","264","368.6666666666667","149.10622611637206","2.8235461650335196","0.8386898025943825"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","7","646","294","214","226","560","350","697","288","254","392.1111111111111","178.3357909141843","1.750523440276737","0.6743708994044298"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","8","352","383","215","249","605","350","484","285","1220","460.3333333333333","291.36918162358904","5.247114835506538","1.836129163933319"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","9","1253","307","233","292","226","265","704","267","301","427.55555555555554","322.72868243950023","4.868694069848524","1.8289432732716375"
"10f69cd9-1e5d-4e54-93e8-bfbae554d069","2","1","10","1253","307","233","292","226","265","704","267","301","427.55555555555554","322.72868243950023","4.868694069848524","1.8289432732716375"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","0","1302","255","318","251","1053","265","979","1460","88","663.4444444444445","498.8593903676914","1.4490213271264407","0.37858162334451234"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","1","1851","436","373","660","314","632","1366","267","473","708","509.7541891277926","3.2538430787484067","1.3085664052791428"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","2","985","465","313","353","248","270","692","508","138","441.3333333333333","246.402561314249","3.0862356520712932","0.9936372838834281"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","3","561","207","227","123","613","315","1332","180","543","455.6666666666667","354.65256864210704","4.323075658993912","1.4716916455630236"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","4","626","183","224","157","427","5491","418","227","171","880.4444444444445","1636.8143932727046","7.013707569163307","2.4364829249621693"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","0","1","5","937","295","310","199","642","1034","286","239","254","466.22222222222223","303.5309897331656","2.1769213049637166","0.9446397567937306"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","0","993","331","193","121","433","209","2119","1092","137","625.3333333333334","628.9928457462771","3.7187300577655646","1.3633590649517455"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","1","650","185","238","122","284","301","388","225","246","293.22222222222223","144.29197080747832","4.438537590179377","1.456745357628131"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","2","430","283","209","137","420","236","318","675","167","319.44444444444446","158.3842803024138","3.192442569927234","0.9990672439776189"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","3","515","1119","254","346","521","180","530","176","240","431.22222222222223","279.15777210816657","4.291846852259324","1.4401270917016071"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","4","523","272","271","164","362","190","1215","225","47","363.22222222222223","326.03332405608745","5.3103069053015775","1.8375696562809416"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","5","459","284","221","136","709","252","302","525","45","325.8888888888889","193.7584088179254","2.4523565075135108","0.5472956423394357"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","6","388","1332","450","300","358","196","285","418","107","426","336.3136763334029","5.971907445310342","2.026814257392952"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","7","335","296","705","227","432","253","288","285","151","330.22222222222223","150.76750149210815","4.521380454456509","1.496911405944184"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","1","1","8","398","298","283","109","326","1100","460","316","111","377.8888888888889","277.6950543489685","5.276447335775114","1.748103669251613"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","2","1","0","386","431","328","124","359","192","604","283","168","319.44444444444446","140.70782266108978","2.546595446094652","0.46780758917016935"
"183e93f8-2ef0-4250-be77-b2d8a02c1033","2","1","1","449","253","206","228","463","2550","255","212","136","528","722.3655584259261","6.847113159844521","2.379644186686431"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","0","1045","430","405","226","467","324","1104","712","500","579.2222222222222","292.7580638524194","2.1878589202595906","0.7824426275749363"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","1","1303","310","377","275","341","308","864","381","174","481.44444444444446","342.9678025416481","3.9358407651009424","1.5353620644031838"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","2","1257","316","199","263","538","325","662","437","290","476.3333333333333","308.22358407133254","4.715128454630699","1.659154322206383"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","3","1040","305","309","337","372","469","688","493","183","466.22222222222223","243.95663447869757","3.729352763980708","1.2706476726420404"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","4","3207","543","227","314","397","337","699","351","427","722.4444444444445","888.0564435403757","6.834168063391391","2.3754249127785583"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","5","1711","341","315","209","354","379","702","335","307","517","440.87564384226687","6.027092327593288","2.130822398413334"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","6","876","272","220","120","383","457","613","370","188","388.77777777777777","222.9542941590285","3.001215162940496","0.9357104659235701"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","7","876","272","220","120","383","457","613","370","188","388.77777777777777","222.9542941590285","3.001215162940496","0.9357104659235701"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","8","568","370","514","226","313","847","405","374","129","416.22222222222223","197.63815296185308","3.152870873631639","0.7558698666565108"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","9","525","254","772","333","334","426","389","278","154","385","169.42451613230793","3.5202435577655558","1.0212782034721362"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","10","1111","297","313","84","246","715","887","559","165","486.3333333333333","332.8479799815192","2.020395805637086","0.5912653547766699"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","0","1","11","1111","297","313","84","246","715","887","559","165","486.3333333333333","332.8479799815192","2.020395805637086","0.5912653547766699"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","0","869","296","183","105","424","292","705","451","448","419.22222222222223","228.94335921444645","2.4650850296763798","0.6134106869298511"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","1","458","265","182","186","521","1180","890","520","163","485","330.5876921820022","2.695332621403135","0.9337411526720478"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","2","788","253","187","125","435","292","364","370","180","332.6666666666667","187.32858831475775","4.149939894352407","1.341708269400322"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","3","537","276","247","341","462","294","667","443","167","381.55555555555554","149.250059453635","2.2193680466275065","0.45248553730171703"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","4","600","645","447","194","378","392","397","876","92","446.77777777777777","222.85360305604604","2.522672607119514","0.2915631107770976"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","5","610","274","241","185","336","285","525","432","244","348","135.5859710868184","2.216937926377061","0.74822958948209"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","6","631","285","248","220","660","261","409","413","205","370.22222222222223","163.06289023821301","2.098709642890651","0.7830417708788331"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","7","665","276","307","252","449","281","385","549","337","389","132.50660360902774","2.586004191044617","0.9250973005966673"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","8","705","251","190","119","425","286","350","463","205","332.6666666666667","168.52233613909397","3.0849705185919643","0.9109481073003364"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","9","744","319","176","81","494","264","1914","307","170","496.55555555555554","534.790116901764","5.565845642709507","1.9603317196546755"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","1","1","10","744","319","176","81","494","264","1914","307","170","496.55555555555554","534.790116901764","5.565845642709507","1.9603317196546755"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","0","459","337","171","97","428","251","445","828","408","380.44444444444446","199.02993136773904","3.4587634333161725","0.7937090824894266"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","1","479","286","237","322","347","270","540","301","164","327.3333333333333","110.13728806458883","2.5427131581345446","0.6439396125254135"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","2","745","257","194","129","439","293","394","424","226","344.55555555555554","173.6990443977495","3.5122850608632397","1.055310690550347"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","3","532","266","202","275","904","848","472","589","210","477.55555555555554","251.17506560215506","1.8603854019800632","0.5053859591098069"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","4","960","233","210","200","720","211","332","316","168","372.22222222222223","261.25116811127594","3.3002252339726224","1.3715469942907548"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","5","611","795","258","140","538","317","779","321","131","432.22222222222223","242.0150490168272","1.6098297374286972","0.28112203667747954"
"24404d19-ec5c-4c88-a836-0dbbdd7fc2f6","2","1","6","588","446","198","117","733","539","485","302","729","459.6666666666667","205.9104443954","1.8696118112019464","-0.24800203183343383"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","0","1367","964","1237","841","487","591","1490","1066","324","929.6666666666666","380.75889133851274","1.7477188488993638","-0.11530112084320586"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","1","1327","244","875","768","750","505","6980","973","403","1425","1987.3866704236943","6.812584643187808","2.3649091928939154"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","2","1129","437","553","411","726","482","1175","1018","733","740.4444444444445","282.7751800797513","1.5699399518708101","0.3663714953900952"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","3","796","272","467","600","286","519","2186","786","275","687.4444444444445","563.2883830411699","5.663070163044664","1.9550357050296365"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","4","901","276","488","453","464","1042","528","550","356","562","235.18645085690346","2.7254763138958586","0.9799551099249248"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","6","925","244","1396","382","374","499","725","508","325","597.5555555555555","345.51703965413634","3.462597570578909","1.2361160035811105"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","7","350","451","482","286","320","475","534","400","340","404.22222222222223","80.44429097591254","1.6488676560444755","0.09371000968346158"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","8","633","252","403","809","611","1655","622","385","270","626.6666666666666","403.737813713581","4.855651309609702","1.6380585491141522"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","9","1196","302","381","445","1161","413","505","389","246","559.7777777777778","338.2959840723891","2.639467332124948","1.1803787692608025"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","0","1","10","1196","302","381","445","1161","413","505","389","246","559.7777777777778","338.2959840723891","2.639467332124948","1.1803787692608025"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","1","623","325","432","747","496","422","801","357","396","511","162.70764511164734","1.96079193818454","0.6739895707357827"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","2","1138","2681","520","513","541","431","781","493","423","835.6666666666666","686.513413318827","5.853597702061486","2.075520594096993"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","3","685","2145","579","362","166","1743","2598","628","350","1028.4444444444443","839.9303028110409","1.9928371082644358","0.7834548586956013"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","4","587","317","457","336","896","468","482","409","341","477","168.9076013025399","4.420474950555803","1.5022652845611073"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","5","381","482","658","316","479","436","911","376","212","472.3333333333333","193.84816509606458","3.4280641112318873","1.031832106000124"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","6","347","419","563","421","378","405","748","368","290","437.6666666666667","130.02051120239966","3.927655103973537","1.3797241741892103"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","7","923","402","423","734","438","458","1016","378","255","558.5555555555555","250.58425556248037","2.0622717979784078","0.7525709356484434"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","8","316","1072","689","307","296","651","808","329","284","528","271.23831260023394","2.1973647476814144","0.7447778065028514"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","9","338","451","462","521","481","487","751","409","290","465.55555555555554","122.8206561627437","3.844414650923314","0.945842637940124"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","1","1","10","338","451","462","521","481","487","751","409","290","465.55555555555554","122.8206561627437","3.844414650923314","0.945842637940124"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","0","478","400","345","284","179","3628","1012","341","117","753.7777777777778","1044.7262031298787","6.403232702689851","2.241765522373816"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","2","297","303","435","526","370","531","542","352","345","411.22222222222223","94.00919314121214","1.4425175111085946","0.2881612972423714"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","4","399","426","368","323","154","1675","406","403","141","477.22222222222223","435.53639413633846","6.431378780048936","2.2059926220578934"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","5","366","439","430","279","452","429","552","385","1716","560.8888888888889","414.19009174383376","6.757819000152941","2.3430144413475844"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","6","345","493","479","345","391","338","1104","943","103","504.55555555555554","299.1009161214512","2.6975899745936243","0.9164781555076029"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","7","16097","1210","375","286","344","843","1143","341","123","2306.8888888888887","4889.571066042148","7.0475326948147945","2.4478341528654703"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","8","307","443","447","366","380","709","759","373","1116","544.4444444444445","250.38464237209612","3.266700388998118","1.2070175415710305"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","9","290","429","410","332","607","360","557","454","165","400.44444444444446","126.88674837657497","2.433084041351061","-0.10649425956020138"
"2e69a799-4e15-43aa-aadb-ef5c0013c6fe","2","1","10","290","429","410","332","607","360","557","454","165","400.44444444444446","126.88674837657497","2.433084041351061","-0.10649425956020138"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","0","1983","1244","592","908","1148","576","3140","591","1029","1245.6666666666667","789.3025050286135","3.9378719560462976","1.4210189342757753"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","1","1975","979","608","1016","852","415","2021","506","741","1012.5555555555555","559.8863200311513","2.3954153280284536","0.9390422789412649"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","2","2057","700","664","779","885","368","1384","900","304","893.4444444444445","507.8626479037443","3.4943218530826567","1.1219289082187596"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","3","2147","661","407","488","824","312","1680","264","426","801","625.9043235369303","2.9491123942618973","1.2228667332910639"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","4","1682","629","319","617","936","272","1480","295","981","801.2222222222222","485.2797080671398","2.0349359882648357","0.5861113991821232"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","5","1562","582","452","704","1296","384","592","412","412","710.6666666666666","401.3986657786606","2.888744376976248","1.216900130422833"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","6","1843","736","324","440","1017","298","4322","358","677","1112.7777777777778","1223.9154634730273","5.336389801238844","1.9113502803520899"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","7","1793","837","375","386","1007","287","740","308","329","673.5555555555555","467.7449711377893","3.8359886406744033","1.353569508226437"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","8","1811","748","399","528","848","416","1232","296","676","772.6666666666666","454.4425156166619","3.381292595335746","1.1784589851869889"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","9","2543","504","372","440","776","336","776","304","568","735.4444444444445","659.7331297343918","6.313208513111869","2.1943621652349026"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","10","2543","504","372","440","776","336","776","304","568","735.4444444444445","659.7331297343918","6.313208513111869","2.1943621652349026"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","0","1938","656","463","521","858","335","1327","408","347","761.4444444444445","510.990565494796","3.4357387836378517","1.3123718677445864"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","1","514","626","454","545","848","455","1325","407","693","651.8888888888889","271.2589760704066","4.38941061440647","1.5512195926758827"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","2","585","620","388","529","792","247","1141","415","288","556.1111111111111","262.2545177852337","3.1859451527883706","0.9678094398207566"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","3","1227","613","316","1249","700","294","1142","395","565","722.3333333333334","365.3181262041802","1.5345232626805771","0.3704969934283762"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","4","2230","613","511","506","783","303","749","278","449","713.5555555555555","560.5707629255324","6.032441016852846","2.08087788709832"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","5","1786","690","407","489","880","279","1321","739","677","807.5555555555555","447.5965721026298","3.046892753839934","1.0210290827373831"
